sentence,sentiment,opinion,aspect,subjectivity
"Book one rewards the pace more than either of the latter two books , which seem overly slow , overly dry , and at times overly repetitive -- both could have lost a few hundred pages and suffered very little in terms of characterization or plot .",NEG,slow,two,0
"Book three was very wordy , it seemed to me as if the story punch line was extend out too far just to make words or to fill the required , preset , number of pages needed to full the book .",NEG,very,book,0
"Book three was very wordy , it seemed to me as if the story punch line was extend out too far just to make words or to fill the required , preset , number of pages needed to full the book .",NEG,very,three,0
"Book three was very wordy , it seemed to me as if the story punch line was extend out too far just to make words or to fill the required , preset , number of pages needed to full the book .",NEG,wordy,book,0
"Book three was very wordy , it seemed to me as if the story punch line was extend out too far just to make words or to fill the required , preset , number of pages needed to full the book .",NEG,wordy,three,0
"Book Two moved in such a painfully slow circle , I almost skipped this last book .",NEG,painfully,book,1
"Book Two moved in such a painfully slow circle , I almost skipped this last book .",NEG,painfully,two,1
"Book Two moved in such a painfully slow circle , I almost skipped this last book .",NEG,,book,1
"Book Two moved in such a painfully slow circle , I almost skipped this last book .",NEG,,last,1
"boring characters , above mentioned awful editing , DOA I 'm afraid.It  's truly sad the Mr. Feist 's work has come to this .",NEG,afraid.It,,0
"boring characters , above mentioned awful editing , DOA I 'm afraid.It  's truly sad the Mr. Feist 's work has come to this .",NEG,awful,editing,0
"boring characters , above mentioned awful editing , DOA I 'm afraid.It  's truly sad the Mr. Feist 's work has come to this .",NEG,boring,characters,0
"boring characters , above mentioned awful editing , DOA I 'm afraid.It  's truly sad the Mr. Feist 's work has come to this .",NEG,the,,0
Both good and bad .,NEG,bad,,0
Both good and bad .,POS,Good,,0
"Both should be owned , read and watched , taught and expressed to others .",POS,,,1
Bottom lines : excellent reading .,POS,excellent,,0
"Brave to that fact of making it known the disgusting things these so-called 'adults ' put them through & then these 'adults ' trying to justify their crimes through the word of the lord.I can only wish Kristina , Celeste & Juliana well , & congratulate them on their brave fight & wish them well in their continued fight to expose organisations such as the 'Children of God'.This is a very good , well written , but painful book .",NEG,disgusting,things,0
"Brave to that fact of making it known the disgusting things these so-called 'adults ' put them through & then these 'adults ' trying to justify their crimes through the word of the lord.I can only wish Kristina , Celeste & Juliana well , & congratulate them on their brave fight & wish them well in their continued fight to expose organisations such as the 'Children of God'.This is a very good , well written , but painful book .",NEG,painful,book,0
"Brave to that fact of making it known the disgusting things these so-called 'adults ' put them through & then these 'adults ' trying to justify their crimes through the word of the lord.I can only wish Kristina , Celeste & Juliana well , & congratulate them on their brave fight & wish them well in their continued fight to expose organisations such as the 'Children of God'.This is a very good , well written , but painful book .",POS,good,book,0
"Brave to that fact of making it known the disgusting things these so-called 'adults ' put them through & then these 'adults ' trying to justify their crimes through the word of the lord.I can only wish Kristina , Celeste & Juliana well , & congratulate them on their brave fight & wish them well in their continued fight to expose organisations such as the 'Children of God'.This is a very good , well written , but painful book .",POS,very,book,0
"Brave to that fact of making it known the disgusting things these so-called 'adults ' put them through & then these 'adults ' trying to justify their crimes through the word of the lord.I can only wish Kristina , Celeste & Juliana well , & congratulate them on their brave fight & wish them well in their continued fight to expose organisations such as the 'Children of God'.This is a very good , well written , but painful book .",POS,well,book,0
