sentence,aspect,sentiment,subjectivity
i liked the aluminum body.,aluminum body,positive,0
its good for playing my apps on facebook or watching movies.,watching movies,positive,0
its good for playing my apps on facebook or watching movies.,playing,positive,0
"i love the dock where i can simply drop a file ontop of a particular program, and the program will simply open that file.",dock,positive,0
"i love the dock where i can simply drop a file ontop of a particular program, and the program will simply open that file.",program,positive,0
it was truly a great computer costing less than one thousand bucks before tax.,costing,positive,0
"waiting for the i7 was well worth it, great value for the price.",price,positive,0
"waiting for the i7 was well worth it, great value for the price.",i7,positive,0
boots up fast and runs great!,boots up,positive,0
boots up fast and runs great!,runs,positive,0
lightweight and the screen is beautiful!,screen,positive,0
"the macbook arrived in a nice twin packing and sealed in the box, all the functions works great.",twin packing,positive,0
"the macbook arrived in a nice twin packing and sealed in the box, all the functions works great.",functions,positive,0
i bought this laptop because of the performance to price ratio.,performance,positive,0
i bought this laptop because of the performance to price ratio.,price,positive,0
"after having two pc laptops die with in the past 3 years, i was led to the apple display at best buy by the sleek design and promise of less tech issues.",design,positive,0
"after having two pc laptops die with in the past 3 years, i was led to the apple display at best buy by the sleek design and promise of less tech issues.",tech issues,positive,0
the size is perfect and i do not recomend anything bigger except for any person who can exceed the limited space it gives you.,size,positive,0
the service i received from toshiba went above and beyond the call of duty.,service,positive,0
i would recommend it just because of the internet speed probably because thats the only thing i really care about.,internet speed,positive,0
the screen shows great colors.,screen,positive,0
the screen shows great colors.,colors,positive,0
"reason why? it's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if apple does decides to change mode, your laptop value will only drop 10-20%, unlike pc laptops which drop more than 80%.",value,positive,0
"reason why? it's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if apple does decides to change mode, your laptop value will only drop 10-20%, unlike pc laptops which drop more than 80%.",price,positive,0
"reason why? it's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if apple does decides to change mode, your laptop value will only drop 10-20%, unlike pc laptops which drop more than 80%.",value,positive,0
i also liked the glass screen.,glass screen,positive,0
the switchable graphic card is pretty sweet when you want gaming on the laptop.,switchable graphic card,positive,0
"the battery life has not decreased since i bought it, so i'm thrilled with that.",battery life,positive,0
