sentence,aspect,sentiment,subjectivity
"from the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",service,positive,0
the place is so cool and the service is prompt and courteous.,service,positive,0
"nice atmosphere, the service was very pleasant and the desert was good.",service,positive,0
"fabulous service, fantastic food, and a chilled out atmosphere and environment.",service,positive,0
"great food, good size menu, great service and an unpretentious setting.",service,positive,0
they are often crowded on the weekends but they are efficient and accurate with their service.,service,positive,0
"the atmosphere is unheralded, the service impeccable, and the food magnificent.",service,positive,0
service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,service,positive,0
"service is friendly, and never had a problem walking in and getting a table.",service,positive,0
"the food, drinks and service are clearly among the best in the city.",service,positive,0
"i understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommelier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experience.",service,positive,0
"granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",service,positive,0
the service was attentive and her suggestions of menu items was right on the mark.,service,positive,0
the only thing more wonderful than the food (which is exceptional) is the service.,service,positive,0
very good service and very good prices.,service,positive,0
"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service,positive,0
"the service, wine selection, ambiance are all outstanding and deserve recognition.",service,positive,0
"it's really also the service, is good and the waiters are friendly.",service,positive,0
"i highly recommend cafe st. bart's for their food, the ambience and wonderful service.",service,positive,0
"the food was terrific and the service classy, attentive, without being overbearing.",service,positive,0
quick and friendly service.,service,positive,0
great indian food and the service is incredible.,service,positive,0
ive been here a bunch of times now and the service is always outstanding.,service,positive,0
the service was attentive.,service,positive,0
we visited bread bar during january restaurant week and were so pleased with the menu selections and service.,service,positive,0
service has always been friendly and efficient.,service,positive,0
"good music, great food, speedy service affordable prices.",service,positive,0
"otherwise, this place has great service and prices and a nice friendly atmosphere.",service,positive,0
highly recommend this as great value for excellent sushi and service.,service,positive,0
a++. the service was good to excellent along with the attitude.,service,positive,0
"great friendly service, fast seating, fast delivery, excellent sushi.",service,positive,0
although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,service,positive,0
"authentic food and they have real service, not just the rush you get sometimes when they try to push you out the door.",service,positive,0
"i am amazed by the poor reviews- i find this place to be standout italian in an area flooded with italian- great prices, great atmosphere, good service and a wonderful wine list.",service,positive,0
"service was prompt, friendly and great.",service,positive,0
"whenever you need a sushi fix, mizu will be there with quality fish and great service.",service,positive,0
add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,service,positive,0
service is top notch.,service,positive,0
service was quick.,service,positive,0
they bring service up a notch by offering complementary amuse bouche to all tables and gave us a small dessert for our celebration.,service,positive,0
"service was warm and attentive, beef carpaccio was excellent (huge portion) and pasta was fresh and well-prepared.",service,positive,0
the food is delicious and beautifully prepared along with the friendly and personable service.,service,positive,0
this is my first time writing a review for a restaurant because the food and service was excellent.,service,positive,0
i received prompt service with a smile.,service,positive,0
"the portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",service,positive,0
"not only is the cuisine the best around, the service has always been attentive and charming.",service,positive,0
